label ,stack_size             ,nop_ratio            ,leaveq_ratio          ,mov_ratio           ,add_ratio            ,inc_add_ratio           ,shr_div_ratio
icc   ,146.10526315789474     ,0.2322357019064125   , 0.0                  ,0.2812222103653114  ,0.31501440614662257  , 22.2                   ,  7.5
icc   ,156.32432432432432     ,0.19651741293532338  , 0.0                  ,0.3215248946937786  ,0.27306888087517805  , 24.0                   , 13.8
icc   ,146.22222222222223     ,0.23467600700525393  , 0.0                  ,0.2776696121012431  ,0.33050022465178974  , 19.8                   , 34.0
icc   ,136.72727272727272     ,0.23367697594501718  , 0.0                  ,0.2888165717504224  ,0.28161962575880845  , 25.0                   ,  8.0
icc   ,158.72                 ,0.18830409356725147  , 0.0                  ,0.3303274238096362  ,0.22185500814428366  , 45.8                   ,  8.529411764705882
icc   ,3502.153846153846      ,0.22852233676975944  , 0.0                  ,0.27820756094000876 ,0.3227266092541235   , 20.6                   , 54.0
icc   ,145.6                  ,0.22833333333333333  , 0.0                  ,0.28201991962257555 ,0.3093482439280098   , 23.0                   , 36.0
icc   ,138.66666666666666     ,0.22696245733788395  , 0.0                  ,0.27920548044510496 ,0.3215049476240531   , 21.6                   , 36.5
icc   ,200.6                  ,0.23247863247863249  , 0.0                  ,0.282672849915683   ,0.3121486790331647   , 33.6                   , 43.5
icc   ,145.23076923076923     ,0.1958128078817734   , 0.0                  ,0.3216204051012753  ,0.27051762940735186  , 21.0                   , 24.666666666666668
icc   ,147.8918918918919      ,0.2309027777777778   , 0.0                  ,0.27686245074122723 ,0.3311690748733346   , 19.8                   , 34.0
icc   ,347.45454545454544     ,0.22750424448217318  , 0.0                  ,0.2833707420121468  ,0.2960126749405862   , 29.8                   , 44.0
icc   ,234.47619047619048     ,0.1958128078817734   , 0.0                  ,0.3233839580955725  ,0.26392180961577855  , 28.4                   , 41.0
icc   ,129.77777777777777     ,0.2235294117647059   , 0.0                  ,0.2896326034884113  ,0.29992240477716675  , 26.6                   ,  8.2
icc   ,146.22222222222223     ,0.23467600700525393  , 0.0                  ,0.2775739423436915  ,0.3304005990265818   , 19.8                   , 34.0
icc   ,615.0886075949367      ,0.1640625            , 0.0                  ,0.32770693334744344 ,0.17228424784380125  , 89.2                   ,  4.836363636363636
icc   ,140.8                  ,0.18459796149490373  , 0.0                  ,0.32526212566945767 ,0.23054486937718438  , 30.0                   ,  4.818181818181818
icc   ,150.7027027027027      ,0.2338568935427574   , 0.0                  ,0.2795313424009462  ,0.326175340035482    , 20.0                   , 34.0
icc   ,145.47368421052633     ,0.2293103448275862   , 0.0                  ,0.28817341408989483 ,0.3130379343321645   , 30.2                   , 35.0
icc   ,155.67567567567568     ,0.23426573426573427  , 0.0                  ,0.28021370670596907 ,0.32516580692704494  , 21.6                   , 34.0
icc   ,147.8918918918919      ,0.23251748251748253  , 0.0                  ,0.2772217849244724  ,0.33074702949885676  , 19.8                   , 34.0
icc   ,1030.0                 ,0.20980091883614088  , 0.0                  ,0.298158314628012   ,0.24604483868350596  , 33.0                   ,  4.809523809523809
icc   ,173.0909090909091      ,0.2327150084317032   , 0.0                  ,0.2886054570338662  ,0.2821408811624589   , 29.8                   ,106.5
icc   ,143.17948717948718     ,0.229706390328152    , 0.0                  ,0.27923791619970356 ,0.31954737717363796  , 20.8                   ,  7.4
icc   ,389.0                  ,0.3581081081081081   , 0.0                  ,0.15367918385066204 ,0.45018450184501846  , 16.0                   , 10.4
icc   ,143.3846153846154      ,0.23195876288659795  , 0.0                  ,0.2693555547966258  ,0.3076056145623442   , 30.0                   , 39.5
icc   ,157.63636363636363     ,0.22780569514237856  , 0.0                  ,0.2876050039282045  ,0.28394875203964465  , 29.8                   , 91.0
icc   ,170.05128205128204     ,0.22278056951423786  , 0.0                  ,0.28024123265704526 ,0.30924492783936414  , 22.4                   ,  7.9
icc   ,129.5686274509804      ,0.19636363636363635  , 0.0                  ,0.32368246518034793 ,0.23672261619305138  , 37.4                   , 12.1
icc   ,157.27272727272728     ,0.22972972972972974  , 0.0                  ,0.28774411995888505 ,0.28426748896547555  , 29.8                   , 91.0
icc   ,405.1034482758621      ,0.18757062146892656  , 0.0                  ,0.3254551909519704  ,0.23243901202008418  , 27.4                   ,  6.928571428571429
icc   ,138.75                 ,0.17787418655097614  , 0.0                  ,0.3239779893967185  ,0.23314656147139376  , 32.6                   ,  6.631578947368421
icc   ,145.2                  ,0.23050259965337955  , 0.0                  ,0.2846638655462185  ,0.3018094334507997   , 30.8                   , 51.5
icc   ,149.11111111111111     ,0.2329246935201401   , 0.0                  ,0.27824564018482634 ,0.3288865702787301   , 20.0                   , 34.0
icc   ,229.3793103448276      ,0.1834862385321101   , 0.0                  ,0.3345846590518919  ,0.21576212603291597  , 52.2                   , 35.25
icc   ,150.5                  ,0.22483221476510068  , 0.0                  ,0.3032248858447489  ,0.2583904109589041   , 51.4                   , 16.0
icc   ,155.90243902439025     ,0.23141891891891891  , 0.0                  ,0.284020211047331   ,0.30519368920358847  , 26.8                   , 36.5
icc   ,149.55555555555554     ,0.23426573426573427  , 0.0                  ,0.2782699322563835  ,0.32877987046824986  , 20.6                   , 35.0
icc   ,147.8918918918919      ,0.23251748251748253  , 0.0                  ,0.2771671855658502  ,0.3308826287557673   , 19.8                   , 34.0
icc   ,141.1320754716981      ,0.18501702610669693  , 0.0                  ,0.3263658567939324  ,0.23506877490680037  , 28.8                   ,  7.0
icc   ,147.57894736842104     ,0.22789115646258504  , 0.0                  ,0.28131805362179146 ,0.315875905894113    , 24.6                   , 18.75
icc   ,152.21621621621622     ,0.17665615141955837  , 0.0                  ,0.32980871094765035 ,0.19306802054808211  , 50.6                   ,  4.651162790697675
icc   ,147.67567567567568     ,0.22852233676975944  , 0.0                  ,0.2836442608943321  ,0.3145471375676445   , 29.6                   , 35.5
icc   ,146.94736842105263     ,0.2271186440677966   , 0.0                  ,0.2814102564102564  ,0.31509971509971507  , 24.4                   , 18.75
icc   ,129.07692307692307     ,0.2085235920852359   , 0.0                  ,0.29076268611364325 ,0.2760862959586752   , 30.8                   ,  3.735294117647059
icc   ,160.6315789473684      ,0.23356401384083045  , 0.0                  ,0.27991827203736136 ,0.32246059544658495  , 21.4                   , 38.0
icc   ,144.0                  ,0.2289156626506024   , 0.0                  ,0.28039602513517464 ,0.32306736811340053  , 21.8                   , 37.0
icc   ,145.02564102564102     ,0.2301038062283737   , 0.0                  ,0.28313906682067974 ,0.3095663131366166   , 21.0                   , 18.5
icc   ,140.4                  ,0.2289156626506024   , 0.0                  ,0.2837066011284572  ,0.30686420436844475  , 22.0                   ,  8.4
icc   ,146.9268292682927      ,0.22240802675585283  , 0.0                  ,0.2908413032906468  ,0.28912303452747606  , 32.4                   ,  8.6
icc   ,135.64444444444445     ,0.22149837133550487  , 0.0                  ,0.2835529693650522  ,0.30723943179873353  , 23.0                   , 16.833333333333332
icc   ,580.1025641025641      ,0.22765598650927488  , 0.0                  ,0.2846900620904943  ,0.3055812836609379   , 24.4                   , 21.5
icc   ,150.7027027027027      ,0.2322357019064125   , 0.0                  ,0.27947614317772135 ,0.32490895044697055  , 20.8                   , 35.5
icc   ,615.0886075949367      ,0.1640625            , 0.0                  ,0.32770693334744344 ,0.17228424784380125  , 89.2                   ,  4.836363636363636
icc   ,147.57894736842104     ,0.2289156626506024   , 0.0                  ,0.2812126327635929  ,0.31233734261799256  , 27.6                   , 40.0
icc   ,336.780487804878       ,0.22984562607204118  , 0.0                  ,0.283250700582022   ,0.318243874398218    , 22.4                   , 37.0
icc   ,149.55555555555554     ,0.229706390328152    , 0.0                  ,0.27806434853601514 ,0.3274947118417635   , 21.0                   , 34.5
icc   ,149.11111111111111     ,0.2306368330464716   , 0.0                  ,0.2783912545702995  ,0.3262547549580825   , 20.8                   , 36.5
icc   ,148.97297297297297     ,0.23050259965337955  , 0.0                  ,0.279020312385422   ,0.3237148933049791   , 22.2                   , 34.5
icc   ,148.8421052631579      ,0.2306368330464716   , 0.0                  ,0.27911322828875046 ,0.3237083180652254   , 20.2                   , 35.0
icc   ,774.1818181818181      ,0.1965389369592089   , 0.0                  ,0.32080991166685785 ,0.26170127337386717  , 28.2                   ,  5.578947368421052
icc   ,147.8918918918919      ,0.23251748251748253  , 0.0                  ,0.2771671855658502  ,0.3308826287557673   , 19.8                   , 34.0
icc   ,230.5287356321839      ,0.1721311475409836   , 0.0                  ,0.33657351154313486 ,0.18021650281674584  , 86.0                   ,  6.393939393939394
icc   ,209.4814814814815      ,0.1831357048748353   , 0.0                  ,0.31255739210284667 ,0.21395775941230485  , 36.4                   ,  5.666666666666667
icc   ,143.4                  ,0.2281303602058319   , 0.0                  ,0.2832506415739949  ,0.30384944396920444  , 22.6                   ,  9.0
icc   ,209.57142857142858     ,0.18890200708382526  , 0.0                  ,0.33397414331715286 ,0.2217763252751478   , 52.4                   , 90.5
icc   ,158.72                 ,0.18830409356725147  , 0.0                  ,0.3303274238096362  ,0.22185500814428366  , 45.8                   ,  8.529411764705882
icc   ,145.47368421052633     ,0.2293103448275862   , 0.0                  ,0.28817341408989483 ,0.3130379343321645   , 30.2                   , 35.0
icc   ,194.08695652173913     ,0.1791845493562232   , 0.0                  ,0.32843751992688164 ,0.20220205326588306  , 57.6                   ,  6.2
icc   ,144.21052631578948     ,0.23130434782608697  , 0.0                  ,0.2776805984591909  ,0.3288548140980312   , 20.4                   , 24.333333333333332
icc   ,1030.0                 ,0.21012269938650308  , 0.0                  ,0.2981772946076045  ,0.24603818486667747  , 33.0                   ,  4.809523809523809
icc   ,152.21621621621622     ,0.17684210526315788  , 0.0                  ,0.3298221067359584  ,0.19304417349590247  , 50.6                   ,  4.651162790697675
icc   ,173.0909090909091      ,0.2327150084317032   , 0.0                  ,0.2886054570338662  ,0.2821408811624589   , 29.8                   ,106.5
icc   ,149.55555555555554     ,0.23426573426573427  , 0.0                  ,0.2782699322563835  ,0.32877987046824986  , 20.6                   , 35.0
icc   ,154.47619047619048     ,0.23181049069373943  , 0.0                  ,0.2820621514983533  ,0.2957576548080999   , 29.2                   , 41.5
icc   ,347.45454545454544     ,0.22750424448217318  , 0.0                  ,0.2833707420121468  ,0.2960126749405862   , 29.8                   , 44.0
icc   ,138.66666666666666     ,0.22696245733788395  , 0.0                  ,0.27920548044510496 ,0.3215049476240531   , 21.6                   , 36.5
icc   ,146.22222222222223     ,0.23467600700525393  , 0.0                  ,0.2775739423436915  ,0.3304005990265818   , 19.8                   , 34.0
icc   ,615.0886075949367      ,0.16422287390029325  , 0.0                  ,0.32771879078627114 ,0.1722812092137289   , 89.2                   ,  4.836363636363636
icc   ,264.14285714285717     ,0.20970266040688576  , 0.0                  ,0.30856420050100447 ,0.23207420818968724  , 48.0                   , 54.5
icc   ,636.75                 ,0.1859122401847575   , 0.0                  ,0.3455965909090909  ,0.19253246753246753  , 63.4                   ,  6.0
icc   ,146.15384615384616     ,0.22757475083056478  , 0.0                  ,0.28867897927534186 ,0.26888481601579023  , 31.8                   , 14.833333333333334
icc   ,146.94736842105263     ,0.2271186440677966   , 0.0                  ,0.2814102564102564  ,0.31509971509971507  , 24.4                   , 18.75
icc   ,268.8524590163934      ,0.2076923076923077   , 0.0                  ,0.3112012758572166  ,0.22132839251372016  , 57.4                   , 56.5
icc   ,242.2                  ,0.22483221476510068  , 0.0                  ,0.29157554590854196 ,0.29180402780951137  , 31.8                   , 43.5
icc   ,136.4                  ,0.22580645161290322  , 0.0                  ,0.28607629614409974 ,0.3042257379631532   , 28.2                   , 39.5
icc   ,202.52631578947367     ,0.20909090909090908  , 0.0                  ,0.2994546355974219  ,0.2225133980215785   , 64.8                   ,122.0
icc   ,708.6511627906976      ,0.22542372881355932  , 0.0                  ,0.29093954111539105 ,0.2980405292245855   , 25.2                   ,  6.230769230769231
icc   ,157.27272727272728     ,0.22972972972972974  , 0.0                  ,0.28774411995888505 ,0.28426748896547555  , 29.8                   , 91.0
icc   ,147.57894736842104     ,0.22789115646258504  , 0.0                  ,0.28131805362179146 ,0.315875905894113    , 24.6                   , 18.75
icc   ,147.67567567567568     ,0.23374340949033393  , 0.0                  ,0.27753848458743774 ,0.33053672422188096  , 19.8                   , 34.0
icc   ,238.72727272727272     ,0.21900161030595813  , 0.0                  ,0.2945819767799005  ,0.27627618404078874  , 37.8                   , 44.5
icc   ,146.9268292682927      ,0.22240802675585283  , 0.0                  ,0.2908413032906468  ,0.28912303452747606  , 32.4                   ,  8.6
icc   ,160.6315789473684      ,0.23356401384083045  , 0.0                  ,0.27991827203736136 ,0.32246059544658495  , 21.4                   , 38.0
icc   ,145.23076923076923     ,0.1958128078817734   , 0.0                  ,0.3216204051012753  ,0.27051762940735186  , 21.0                   , 24.666666666666668
icc   ,140.0701754385965      ,0.18438914027149322  , 0.0                  ,0.325553100091873   ,0.22791944975541925  , 30.2                   ,  5.0
icc   ,615.0886075949367      ,0.16422287390029325  , 0.0                  ,0.32771879078627114 ,0.1722812092137289   , 89.2                   ,  4.836363636363636
icc   ,145.02564102564102     ,0.2301038062283737   , 0.0                  ,0.28313906682067974 ,0.3095663131366166   , 21.0                   , 18.5
icc   ,200.6                  ,0.23247863247863249  , 0.0                  ,0.282672849915683   ,0.3121486790331647   , 33.6                   , 43.5
icc   ,149.11111111111111     ,0.2306368330464716   , 0.0                  ,0.2783912545702995  ,0.3262547549580825   , 20.8                   , 36.5
icc   ,136.67796610169492     ,0.1829405162738496   , 0.0                  ,0.32799437652197927 ,0.2297843496598298   , 28.6                   ,  7.142857142857143
icc   ,200.34782608695653     ,0.1627450980392157   , 0.0                  ,0.3349308790957     ,0.18183380432292065  , 37.2                   ,  5.241379310344827
icc   ,140.30769230769232     ,0.1972534332084894   , 0.0                  ,0.3190463272749194  ,0.27163396328781986  , 23.2                   ,  7.6
icc   ,157.63636363636363     ,0.22780569514237856  , 0.0                  ,0.2876050039282045  ,0.28394875203964465  , 29.8                   , 91.0
icc   ,163.69230769230768     ,0.22789115646258504  , 0.0                  ,0.2797016515716569  ,0.31546794530278816  , 21.2                   , 36.0
icc   ,141.12820512820514     ,0.231433506044905    , 0.0                  ,0.2770977075450701  ,0.3276578381185548   , 20.2                   , 34.0
icc   ,145.72972972972974     ,0.23304347826086957  , 0.0                  ,0.28017766315638654 ,0.31678486997635935  , 20.0                   , 37.0
icc   ,138.75                 ,0.1780673181324647   , 0.0                  ,0.32399497487437184 ,0.23314070351758795  , 32.6                   ,  6.631578947368421
icc   ,146.22222222222223     ,0.23467600700525393  , 0.0                  ,0.2776696121012431  ,0.33050022465178974  , 19.8                   , 34.0
icc   ,144.7111111111111      ,0.1853146853146853   , 0.0                  ,0.3188376924609386  ,0.25807553291402224  , 26.6                   ,  5.933333333333334
icc   ,183.11111111111111     ,0.19444444444444445  , 0.0                  ,0.3231514248463401  ,0.24436580368783758  , 35.2                   , 53.0
icc   ,158.57142857142858     ,0.21451104100946372  , 0.0                  ,0.3025354423565001  ,0.2352654651729177   , 72.2                   , 12.8
icc   ,149.11111111111111     ,0.2329246935201401   , 0.0                  ,0.27824564018482634 ,0.3288865702787301   , 20.0                   , 34.0
icc   ,260.7792207792208      ,0.21036585365853658  , 0.0                  ,0.31373511405026994 ,0.2430575288677637   , 48.8                   ,  6.5
icc   ,172.72727272727272     ,0.233502538071066    , 0.0                  ,0.2887483976226547  ,0.28219321757370935  , 29.8                   ,106.5
icc   ,183.45454545454547     ,0.2251655629139073   , 0.0                  ,0.28972264660947233 ,0.2692443295334352   , 41.6                   , 47.5
icc   ,145.2                  ,0.23050259965337955  , 0.0                  ,0.2846638655462185  ,0.3018094334507997   , 30.8                   , 51.5
icc   ,234.47619047619048     ,0.1958128078817734   , 0.0                  ,0.3233839580955725  ,0.26392180961577855  , 28.4                   , 41.0
icc   ,150.7027027027027      ,0.2338568935427574   , 0.0                  ,0.2795313424009462  ,0.326175340035482    , 20.0                   , 34.0
icc   ,222.16666666666666     ,0.22132471728594508  , 0.0                  ,0.2933050609623     ,0.2795534628457389   , 34.0                   , 44.0
icc   ,129.07692307692307     ,0.20884146341463414  , 0.0                  ,0.29078423627358635 ,0.27607790708273827  , 30.8                   ,  3.735294117647059
icc   ,155.67567567567568     ,0.23426573426573427  , 0.0                  ,0.28021370670596907 ,0.32516580692704494  , 21.6                   , 34.0
icc   ,135.64444444444445     ,0.22149837133550487  , 0.0                  ,0.2835529693650522  ,0.30723943179873353  , 23.0                   , 16.833333333333332
icc   ,389.0                  ,0.3581081081081081   , 0.0                  ,0.15367918385066204 ,0.45018450184501846  , 16.0                   , 10.4
icc   ,147.55555555555554     ,0.18488372093023256  , 0.0                  ,0.31841159290047183 ,0.25499887665693105  , 29.0                   ,  6.066666666666666
icc   ,144.8421052631579      ,0.23211169284467714  , 0.0                  ,0.27815693363337884 ,0.3257461172390895   , 22.8                   , 37.5
icc   ,580.1025641025641      ,0.22765598650927488  , 0.0                  ,0.2846900620904943  ,0.3055812836609379   , 24.4                   , 21.5
icc   ,172.93617021276594     ,0.2251655629139073   , 0.0                  ,0.29832645445807654 ,0.2575055125233222   , 36.0                   ,  9.6
icc   ,146.10526315789474     ,0.2322357019064125   , 0.0                  ,0.2812222103653114  ,0.31501440614662257  , 22.2                   ,  7.5
icc   ,2058.9268292682927     ,0.1948529411764706   , 0.0                  ,0.32094077475568117 ,0.26598375132462027  , 25.0                   ,  9.6
icc   ,147.8918918918919      ,0.2309027777777778   , 0.0                  ,0.27686245074122723 ,0.3311690748733346   , 19.8                   , 34.0
icc   ,140.8                  ,0.18480725623582767  , 0.0                  ,0.32527909081766065 ,0.2305390727144725   , 30.0                   ,  4.818181818181818
icc   ,148.97297297297297     ,0.23050259965337955  , 0.0                  ,0.279020312385422   ,0.3237148933049791   , 22.2                   , 34.5
icc   ,2408.5853658536585     ,0.19506172839506172  , 0.0                  ,0.32079016114356157 ,0.2651677478059233   , 25.4                   ,  9.9
icc   ,156.32432432432432     ,0.19651741293532338  , 0.0                  ,0.3215248946937786  ,0.27306888087517805  , 24.0                   , 13.8
icc   ,141.1320754716981      ,0.18522727272727274  , 0.0                  ,0.32638317564788155 ,0.2350627313862608   , 28.8                   ,  7.0
icc   ,177.53846153846155     ,0.19199057714958775  , 0.0                  ,0.3241390180471274  ,0.2431765045840229   , 27.4                   ,  5.461538461538462
icc   ,149.55555555555554     ,0.2329246935201401   , 0.0                  ,0.2778795468989495  ,0.32984410632173167  , 19.8                   , 34.0
icc   ,147.57894736842104     ,0.2289156626506024   , 0.0                  ,0.2812126327635929  ,0.31233734261799256  , 27.6                   , 40.0
icc   ,147.8918918918919      ,0.2309027777777778   , 0.0                  ,0.2769317329332333  ,0.3309452363090773   , 19.8                   , 34.0
icc   ,135.46666666666667     ,0.22537562604340566  , 0.0                  ,0.2953515270874363  ,0.28050267279377283  , 33.0                   , 10.5
icc   ,129.5686274509804      ,0.19636363636363635  , 0.0                  ,0.32368246518034793 ,0.23672261619305138  , 37.4                   , 12.1
icc   ,135.21951219512195     ,0.23156089193825044  , 0.0                  ,0.288725604282342   ,0.29783555540778667  , 34.4                   , 11.0
icc   ,149.11111111111111     ,0.23333333333333334  , 0.0                  ,0.2783193029094668  ,0.3263550435681583   , 22.8                   , 34.0
icc   ,152.0                  ,0.22537562604340566  , 0.0                  ,0.2851592851592852  ,0.31313131313131315  , 23.2                   , 37.5
icc   ,144.53333333333333     ,0.22765598650927488  , 0.0                  ,0.28336293289356845 ,0.2850437650640619   , 33.0                   , 48.5
icc   ,152.64864864864865     ,0.23050259965337955  , 0.0                  ,0.27866420637504974 ,0.3197655486812113   , 21.6                   , 37.0
icc   ,140.4                  ,0.2289156626506024   , 0.0                  ,0.2837066011284572  ,0.30686420436844475  , 22.0                   ,  8.4
icc   ,149.55555555555554     ,0.229706390328152    , 0.0                  ,0.27806434853601514 ,0.3274947118417635   , 21.0                   , 34.5
icc   ,3502.153846153846      ,0.22852233676975944  , 0.0                  ,0.27820756094000876 ,0.3227266092541235   , 20.6                   , 54.0
icc   ,143.17948717948718     ,0.229706390328152    , 0.0                  ,0.27923791619970356 ,0.31954737717363796  , 20.8                   ,  7.4
icc   ,150.5                  ,0.22483221476510068  , 0.0                  ,0.3032248858447489  ,0.2583904109589041   , 51.4                   , 16.0
icc   ,141.6                  ,0.22984562607204118  , 0.0                  ,0.2847009339131675  ,0.3151778712483068   , 22.4                   , 47.0
icc   ,204.9090909090909      ,0.21986970684039087  , 0.0                  ,0.297907850032783   ,0.2705191631400131   , 47.0                   , 60.5
icc   ,405.1034482758621      ,0.18778280542986425  , 0.0                  ,0.32547229618359325 ,0.23243311778876632  , 27.4                   ,  6.928571428571429
icc   ,336.780487804878       ,0.22984562607204118  , 0.0                  ,0.283250700582022   ,0.318243874398218    , 22.4                   , 37.0
icc   ,234.38297872340425     ,0.1745049504950495   , 0.0                  ,0.31523480833230616 ,0.19431776161715764  , 49.2                   ,  4.8
icc   ,229.3793103448276      ,0.1834862385321101   , 0.0                  ,0.3345846590518919  ,0.21576212603291597  , 52.2                   , 35.25
icc   ,208.0                  ,0.21647819063004847  , 0.0                  ,0.2917652184737956  ,0.2796277853852857   , 33.4                   ,  9.5
icc   ,148.8421052631579      ,0.2306368330464716   , 0.0                  ,0.27911322828875046 ,0.3237083180652254   , 20.2                   , 35.0
icc   ,144.0                  ,0.2289156626506024   , 0.0                  ,0.28039602513517464 ,0.32306736811340053  , 21.8                   , 37.0
