label,sp_alloc_fifo,sp_alloc_filo
gcc,54.0,1.0
gcc,6.0,5.0
gcc,131.0,0.0
gcc,572.0,557.0
gcc,8.0,8.0
gcc,23.0,7.0
clang,0.0,38.0
clang,0.0,35.0
clang,1.0,340.0
clang,0.0,310.0
clang,0.0,222.0
clang,0.0,15.0
gcc,2290.0,1.0
clang,0.0,7.0
clang,0.0,11.0
clang,22.0,618.0
clang,1.0,145.0
gcc,69.0,2.0
gcc,18.0,2.0
gcc,32.0,1.0
clang,4.0,214.0
gcc,1.0,1.0
clang,0.0,23.0
gcc,44.0,1.0
clang,0.0,21.0
clang,0.0,1882.0
gcc,14.0,3.0
clang,0.0,82.0
clang,0.0,388.0
clang,0.0,247.0
gcc,4.0,4.0
clang,0.0,52.0
gcc,5.0,11.0
gcc,28.0,7.0
gcc,1.0,1.0
clang,0.0,110.0
gcc,6.0,8.0
gcc,15.0,1.0
gcc,23.0,1.0
gcc,69.0,2.0
clang,0.0,59.0
clang,0.0,16.0
gcc,5.0,11.0
gcc,15.0,13.0
clang,0.0,25.0
clang,0.0,0.0
clang,0.0,30.0
gcc,2.0,2.0
gcc,3.0,7.0
clang,0.0,27.0
clang,0.0,12.0
gcc,163.0,1.0
gcc,72.0,2.0
clang,0.0,35.0
clang,0.0,132.0
gcc,46.0,1.0
gcc,14.0,0.0
gcc,12.0,1.0
gcc,8.0,3.0
clang,2.0,282.0
gcc,130.0,1.0
clang,1.0,227.0
clang,0.0,0.0
gcc,77.0,2.0
gcc,1.0,4.0
gcc,110.0,1.0
gcc,24.0,2.0
gcc,182.0,37.0
clang,0.0,42.0
clang,0.0,30.0
clang,0.0,1560.0
gcc,2.0,1.0
clang,0.0,24.0
gcc,19.0,2.0
gcc,0.0,1.0
gcc,72.0,1.0
clang,0.0,13.0
gcc,49.0,1.0
clang,0.0,108.0
clang,0.0,89.0
gcc,9.0,10.0
clang,0.0,41.0
clang,0.0,20.0
clang,0.0,60.0
gcc,8.0,5.0
gcc,34.0,2.0
gcc,4.0,9.0
gcc,0.0,1.0
clang,0.0,19.0
gcc,27.0,12.0
gcc,22.0,1.0
clang,0.0,61.0
gcc,26.0,14.0
gcc,1.0,0.0
gcc,23.0,2.0
clang,0.0,187.0
gcc,1.0,1.0
gcc,62.0,2.0
gcc,1.0,1.0
clang,4.0,514.0
clang,0.0,78.0
clang,0.0,36.0
gcc,266.0,2.0
gcc,18.0,1.0
gcc,8.0,3.0
gcc,220.0,2.0
gcc,16.0,12.0
clang,0.0,50.0
clang,0.0,26.0
gcc,128.0,2.0
gcc,0.0,0.0
clang,0.0,9.0
clang,0.0,35.0
gcc,79.0,1.0
gcc,5.0,7.0
clang,0.0,117.0
clang,0.0,2.0
gcc,11.0,3.0
gcc,7.0,4.0
gcc,84.0,1.0
gcc,2465.0,1.0
gcc,3.0,0.0
gcc,101.0,2.0
clang,0.0,93.0
gcc,105.0,1.0
gcc,6.0,12.0
clang,0.0,418.0
gcc,4.0,7.0
gcc,2.0,3.0
clang,0.0,108.0
gcc,12.0,4.0
gcc,13.0,3.0
gcc,11.0,7.0
gcc,37.0,2.0
gcc,9.0,2.0
clang,1.0,249.0
gcc,1.0,0.0
gcc,5.0,11.0
gcc,12.0,11.0
clang,0.0,2.0
clang,0.0,2760.0
clang,0.0,50.0
gcc,78.0,1.0
gcc,2.0,1.0
gcc,17.0,0.0
gcc,19.0,12.0
clang,0.0,48.0
gcc,77.0,24.0
gcc,65.0,2.0
clang,1.0,39.0
clang,0.0,9.0
clang,0.0,62.0
gcc,26.0,0.0
clang,0.0,33.0
gcc,3.0,5.0
clang,0.0,334.0
clang,0.0,23.0
clang,0.0,69.0
gcc,107.0,2.0
gcc,18.0,8.0
gcc,146.0,1.0
clang,0.0,6.0
gcc,38.0,9.0
gcc,12.0,6.0
clang,0.0,30.0
gcc,11.0,11.0
gcc,21.0,2.0
gcc,3.0,9.0
gcc,1.0,1.0
clang,0.0,75.0
clang,0.0,1.0
gcc,312.0,1.0
clang,0.0,8.0
gcc,5.0,1.0
gcc,18.0,2.0
gcc,1.0,3.0
clang,0.0,15.0
clang,1.0,53.0
clang,0.0,92.0
gcc,118.0,2.0
gcc,12.0,2.0
clang,0.0,1.0
gcc,5.0,6.0
clang,0.0,10.0
clang,0.0,6.0
clang,0.0,32.0
gcc,27.0,1.0
clang,0.0,240.0
clang,0.0,33.0
clang,0.0,19.0
clang,0.0,210.0
gcc,20.0,1.0
clang,0.0,23.0
gcc,176.0,38.0
gcc,0.0,0.0
gcc,101.0,2.0
gcc,34.0,2.0
gcc,77.0,2.0
gcc,0.0,0.0
gcc,89.0,2.0
gcc,21.0,1.0
gcc,26.0,1.0
gcc,8.0,11.0
gcc,87.0,0.0
gcc,15.0,1.0
clang,0.0,19.0
gcc,4.0,1.0
gcc,1.0,0.0
clang,0.0,0.0
gcc,2.0,0.0
gcc,282.0,6.0
clang,0.0,24.0
gcc,18.0,11.0
gcc,13.0,13.0
clang,0.0,158.0
gcc,70.0,2.0
gcc,72.0,46.0
clang,0.0,409.0
gcc,5.0,8.0
clang,0.0,15.0
clang,0.0,136.0
gcc,140.0,32.0
gcc,21.0,1.0
gcc,9.0,6.0
clang,0.0,37.0
gcc,34.0,2.0
clang,0.0,6.0
gcc,34.0,2.0
clang,0.0,4.0
gcc,34.0,2.0
clang,0.0,37.0
clang,0.0,0.0
gcc,58.0,2.0
gcc,5.0,11.0
gcc,34.0,2.0
gcc,18.0,5.0
clang,0.0,460.0
clang,0.0,15.0
clang,0.0,74.0
gcc,26.0,0.0
gcc,5.0,3.0
gcc,3.0,7.0
gcc,160.0,43.0
clang,1.0,30.0
gcc,176.0,38.0
gcc,1.0,2.0
gcc,200.0,1.0
clang,0.0,45.0
gcc,10.0,6.0
gcc,31.0,15.0
clang,16.0,486.0
gcc,3.0,2.0
gcc,7.0,11.0
gcc,6.0,11.0
gcc,0.0,1.0
gcc,16.0,7.0
clang,0.0,55.0
clang,0.0,1584.0
clang,0.0,62.0
gcc,1312.0,1.0
gcc,343.0,2.0
gcc,20.0,1.0
gcc,5.0,6.0
gcc,79.0,2.0
gcc,7.0,0.0
clang,0.0,21.0
clang,0.0,71.0
clang,0.0,58.0
gcc,5.0,10.0
clang,0.0,17.0
clang,0.0,1100.0
clang,0.0,120.0
clang,0.0,0.0
gcc,515.0,556.0
gcc,131.0,1.0
gcc,21.0,1.0
gcc,5.0,6.0
gcc,26.0,3.0
clang,0.0,0.0
gcc,9.0,6.0
gcc,321.0,2.0
gcc,2.0,5.0
gcc,12.0,9.0
gcc,73.0,2.0
gcc,19.0,1.0
clang,0.0,27.0
gcc,5.0,8.0
gcc,1.0,1.0
gcc,5.0,8.0
clang,0.0,5.0
gcc,33.0,2.0
clang,0.0,38.0
gcc,43.0,12.0
gcc,56.0,1.0
clang,0.0,20.0
gcc,32.0,1.0
gcc,38.0,1.0
clang,0.0,19.0
gcc,16.0,0.0
clang,0.0,110.0
gcc,566.0,1.0
clang,0.0,3.0
clang,12.0,423.0
gcc,77.0,2.0
gcc,0.0,1.0
clang,0.0,56.0
clang,0.0,21.0
clang,0.0,146.0
gcc,6.0,6.0
gcc,88.0,0.0
clang,0.0,93.0
clang,0.0,55.0
gcc,13.0,1.0
clang,0.0,100.0
gcc,72.0,2.0
clang,0.0,2.0
clang,0.0,25.0
gcc,74.0,1.0
gcc,96.0,2.0
clang,1.0,51.0
gcc,283.0,1.0
gcc,18.0,6.0
clang,0.0,30.0
clang,0.0,28.0
gcc,158.0,14.0
clang,0.0,39.0
clang,0.0,0.0
clang,0.0,107.0
gcc,7.0,6.0
clang,0.0,2.0
gcc,31.0,1.0
gcc,92.0,1.0
gcc,1106.0,1.0
clang,0.0,224.0
gcc,220.0,1.0
gcc,1.0,2.0
gcc,9.0,2.0
gcc,91.0,1.0
clang,0.0,13.0
gcc,2.0,1.0
clang,1.0,455.0
clang,0.0,29.0
gcc,24.0,0.0
clang,0.0,58.0
gcc,2.0,0.0
gcc,2749.0,1.0
clang,0.0,118.0
gcc,6.0,8.0
clang,0.0,123.0
gcc,277.0,3.0
clang,0.0,154.0
clang,0.0,3.0
clang,0.0,29.0
gcc,118.0,1.0
gcc,59.0,1.0
gcc,40.0,2.0
clang,0.0,25.0
gcc,78.0,1.0
clang,0.0,10.0
gcc,132.0,1.0
clang,0.0,98.0
gcc,102.0,1.0
clang,0.0,32.0
gcc,114.0,1.0
clang,0.0,28.0
gcc,148.0,2.0
gcc,17.0,15.0
clang,0.0,20.0
gcc,9.0,1.0
gcc,6.0,12.0
gcc,105.0,2.0
gcc,1.0,3.0
clang,0.0,240.0
clang,0.0,4.0
gcc,27.0,1.0
clang,0.0,248.0
gcc,250.0,2.0
gcc,0.0,5.0
gcc,11.0,3.0
gcc,337.0,1.0
clang,0.0,222.0
gcc,8.0,7.0
gcc,132.0,1.0
clang,0.0,28.0
gcc,0.0,1.0
gcc,210.0,2.0
clang,0.0,38.0
clang,0.0,1.0
gcc,4.0,6.0
gcc,43.0,24.0
clang,0.0,21.0
gcc,9.0,8.0
gcc,67.0,2.0
clang,0.0,224.0
gcc,4.0,11.0
clang,0.0,768.0
gcc,0.0,4.0
gcc,4958.0,0.0
gcc,466.0,0.0
gcc,413.0,1.0
gcc,9.0,7.0
gcc,96.0,1.0
gcc,8.0,1.0
clang,3.0,1170.0
gcc,279.0,2.0
clang,0.0,342.0
clang,0.0,19.0
clang,0.0,2.0
clang,1.0,440.0
clang,0.0,32.0
gcc,95.0,2.0
clang,0.0,32.0
gcc,86.0,2.0
gcc,81.0,25.0
clang,0.0,0.0
gcc,5.0,12.0
clang,0.0,20.0
clang,1.0,30.0
gcc,9.0,11.0
gcc,10.0,3.0
clang,0.0,100.0
clang,0.0,57.0
clang,0.0,248.0
gcc,89.0,1.0
clang,0.0,24.0
clang,0.0,72.0
gcc,13.0,1.0
clang,0.0,19.0
gcc,2465.0,0.0
clang,0.0,89.0
gcc,35.0,1.0
clang,1.0,457.0
gcc,24.0,2.0
gcc,330.0,1.0
gcc,6.0,10.0
clang,0.0,4.0
gcc,586.0,2.0
gcc,12.0,10.0
clang,0.0,24.0
gcc,8.0,1.0
gcc,17.0,1.0
clang,0.0,31.0
clang,0.0,25.0
clang,0.0,7.0
clang,0.0,117.0
gcc,35.0,2.0
gcc,42.0,2.0
clang,0.0,66.0
gcc,3.0,3.0
gcc,46.0,2.0
gcc,4.0,1.0
gcc,4.0,9.0
gcc,4.0,3.0
gcc,776.0,2.0
clang,0.0,31.0
clang,0.0,82.0
clang,0.0,4.0
gcc,247.0,2.0
clang,0.0,10.0
gcc,5.0,12.0
gcc,1.0,1.0
gcc,304.0,5.0
gcc,72.0,2.0
gcc,38.0,2.0
clang,0.0,78.0
clang,0.0,20.0
clang,0.0,15.0
clang,0.0,30.0
gcc,40.0,2.0
clang,0.0,72.0
clang,1.0,745.0
clang,0.0,44.0
gcc,5.0,11.0
gcc,5.0,11.0
clang,0.0,34.0
gcc,9.0,6.0
clang,0.0,2.0
gcc,1.0,3.0
gcc,391.0,0.0
gcc,4.0,7.0
clang,0.0,37.0
clang,0.0,41.0
gcc,129.0,2.0
gcc,6.0,12.0
gcc,354.0,1.0
clang,0.0,204.0
gcc,202.0,1.0
clang,0.0,4.0
clang,0.0,51.0
clang,0.0,332.0
gcc,4.0,1.0
gcc,7.0,8.0
gcc,3.0,0.0
clang,0.0,28.0
clang,0.0,243.0
clang,0.0,172.0
clang,0.0,49.0
gcc,13.0,6.0
clang,0.0,2445.0
gcc,9.0,3.0
clang,0.0,24.0
clang,0.0,38.0
gcc,14.0,3.0
gcc,5.0,0.0
gcc,7.0,6.0
clang,0.0,51.0
clang,0.0,0.0
gcc,4.0,11.0
gcc,5.0,9.0
clang,0.0,88.0
clang,3.0,1149.0
clang,0.0,76.0
clang,0.0,31.0
gcc,14.0,4.0
gcc,2.0,5.0
gcc,79.0,1.0
gcc,4.0,7.0
clang,0.0,216.0
clang,0.0,24.0
clang,0.0,32.0
gcc,4.0,6.0
clang,0.0,21.0
clang,0.0,36.0
gcc,5.0,9.0
clang,0.0,22.0
gcc,3.0,7.0
gcc,228.0,2.0
gcc,172.0,1.0
gcc,6.0,1.0
gcc,1.0,1.0
clang,0.0,16.0
clang,0.0,72.0
clang,0.0,38.0
clang,0.0,42.0
gcc,6.0,6.0
gcc,19.0,0.0
gcc,23.0,1.0
gcc,2.0,2.0
gcc,11.0,5.0
clang,1.0,146.0
clang,0.0,25.0
gcc,30.0,12.0
clang,0.0,2.0
clang,0.0,40.0
gcc,113.0,24.0
clang,1.0,495.0
clang,0.0,64.0
clang,1.0,503.0
clang,0.0,48.0
gcc,69.0,2.0
gcc,36.0,2.0
clang,0.0,1.0
gcc,12.0,1.0
gcc,5.0,6.0
clang,0.0,23.0
gcc,7.0,0.0
gcc,9.0,2.0
clang,0.0,175.0
clang,0.0,9.0
gcc,4.0,1.0
gcc,87.0,1.0
clang,0.0,22.0
gcc,19.0,2.0
gcc,4955.0,1.0
gcc,7.0,11.0
gcc,4.0,1.0
clang,0.0,19.0
gcc,19.0,11.0
clang,0.0,33.0
gcc,5.0,12.0
gcc,1.0,0.0
clang,0.0,18.0
gcc,2.0,6.0
clang,0.0,38.0
clang,0.0,76.0
clang,3.0,158.0
gcc,17.0,7.0
clang,0.0,12.0
gcc,5.0,9.0
gcc,194.0,1.0
gcc,5.0,9.0
gcc,6.0,7.0
clang,0.0,92.0
clang,0.0,28.0
gcc,4.0,9.0
gcc,6.0,12.0
clang,0.0,20.0
gcc,49.0,0.0
gcc,24.0,2.0
gcc,72.0,2.0
clang,0.0,35.0
clang,1.0,712.0
gcc,1.0,0.0
gcc,128.0,2.0
gcc,275.0,2.0
gcc,21.0,0.0
gcc,73.0,2.0
gcc,7.0,6.0
clang,0.0,42.0
gcc,34.0,2.0
gcc,5.0,12.0
gcc,655.0,3.0
gcc,149.0,1.0
gcc,1.0,2.0
clang,0.0,6.0
clang,0.0,39.0
clang,0.0,19.0
clang,0.0,20.0
gcc,27.0,5.0
gcc,1899.0,1.0
gcc,28.0,5.0
clang,0.0,6.0
gcc,19.0,1.0
clang,0.0,99.0
gcc,18.0,8.0
gcc,1.0,2.0
clang,0.0,133.0
gcc,29.0,16.0
gcc,115.0,16.0
clang,0.0,57.0
gcc,4.0,7.0
clang,0.0,110.0
clang,0.0,28.0
gcc,18.0,2.0
gcc,209.0,7.0
clang,0.0,0.0
gcc,26.0,12.0
clang,0.0,38.0
clang,0.0,27.0
gcc,56.0,2.0
gcc,94.0,2.0
clang,0.0,24.0
gcc,91.0,1.0
gcc,2.0,1.0
clang,0.0,216.0
clang,0.0,18.0
gcc,284.0,1.0
clang,0.0,190.0
clang,0.0,64.0
gcc,58.0,1.0
gcc,72.0,1.0
gcc,220.0,2.0
gcc,58.0,3.0
gcc,8.0,11.0
gcc,3.0,3.0
gcc,52.0,2.0
clang,0.0,13.0
gcc,102.0,2.0
clang,0.0,23.0
clang,0.0,18.0
gcc,21.0,2.0
gcc,17.0,1.0
gcc,87.0,0.0
gcc,19.0,2.0
gcc,6.0,12.0
gcc,1568.0,0.0
gcc,1.0,2.0
gcc,106.0,2.0
gcc,4.0,0.0
clang,0.0,21.0
clang,0.0,35.0
clang,1.0,441.0
gcc,58.0,0.0
clang,0.0,28.0
clang,0.0,93.0
clang,0.0,400.0
clang,0.0,13.0
gcc,5.0,1.0
clang,0.0,29.0
clang,0.0,2.0
gcc,227.0,2.0
clang,0.0,26.0
gcc,9.0,2.0
gcc,9.0,8.0
gcc,15.0,17.0
gcc,19.0,2.0
gcc,486.0,1.0
gcc,113.0,1.0
clang,0.0,26.0
gcc,6.0,11.0
clang,0.0,30.0
clang,0.0,40.0
clang,0.0,72.0
gcc,23.0,1.0
gcc,5.0,4.0
gcc,7.0,9.0
gcc,145.0,2.0
clang,0.0,20.0
clang,0.0,34.0
clang,0.0,56.0
clang,0.0,216.0
clang,0.0,72.0
gcc,223.0,1.0
gcc,15.0,7.0
gcc,18.0,21.0
clang,0.0,31.0
gcc,106.0,3.0
clang,0.0,66.0
clang,0.0,87.0
gcc,13.0,11.0
clang,0.0,19.0
gcc,2.0,0.0
gcc,257.0,2.0
gcc,9.0,9.0
clang,0.0,36.0
clang,0.0,5.0
clang,0.0,65.0
gcc,166.0,3.0
gcc,16.0,11.0
gcc,5.0,10.0
clang,0.0,121.0
clang,0.0,31.0
clang,0.0,8.0
gcc,1899.0,0.0
clang,0.0,7.0
gcc,51.0,1.0
clang,0.0,18.0
clang,0.0,21.0
clang,0.0,20.0
gcc,33.0,2.0
gcc,5.0,0.0
clang,0.0,49.0
gcc,111.0,2.0
gcc,6.0,11.0
clang,0.0,46.0
clang,0.0,40.0
gcc,111.0,15.0
gcc,2.0,5.0
gcc,11.0,4.0
clang,0.0,172.0
gcc,48.0,2.0
clang,0.0,32.0
gcc,16.0,3.0
clang,0.0,93.0
gcc,16.0,10.0
gcc,1.0,3.0
gcc,20.0,13.0
gcc,15.0,30.0
clang,0.0,8.0
gcc,129.0,2.0
gcc,72.0,2.0
gcc,257.0,2.0
clang,0.0,31.0
gcc,93.0,1.0
clang,0.0,17.0
clang,0.0,429.0
gcc,11.0,0.0
gcc,1568.0,1.0
clang,0.0,59.0
clang,0.0,82.0
clang,0.0,90.0
clang,0.0,20.0
gcc,5.0,6.0
gcc,1.0,1.0
clang,0.0,21.0
gcc,3.0,0.0
clang,0.0,1554.0
clang,0.0,117.0
clang,0.0,10.0
gcc,12.0,13.0
clang,0.0,21.0
clang,0.0,22.0
gcc,220.0,2.0
gcc,2.0,5.0
gcc,80.0,26.0
gcc,5.0,8.0
clang,0.0,40.0
gcc,4.0,10.0
clang,0.0,130.0
clang,0.0,114.0
clang,1.0,448.0
gcc,4.0,0.0
clang,0.0,179.0
gcc,1.0,0.0
clang,0.0,88.0
gcc,35.0,2.0
gcc,21.0,1.0
gcc,15.0,13.0
clang,0.0,68.0
gcc,74.0,2.0
gcc,18.0,0.0
clang,0.0,37.0
clang,0.0,127.0
clang,0.0,42.0
clang,0.0,20.0
clang,0.0,259.0
clang,0.0,28.0
clang,0.0,1634.0
clang,0.0,3.0
clang,0.0,19.0
gcc,163.0,40.0
clang,0.0,7.0
gcc,121.0,21.0
gcc,25.0,8.0
clang,0.0,18.0
clang,0.0,8.0
gcc,21.0,16.0
clang,0.0,72.0
gcc,3.0,1.0
clang,0.0,74.0
clang,0.0,1.0
gcc,18.0,2.0
gcc,8.0,11.0
gcc,81.0,50.0
gcc,4.0,0.0
clang,3.0,1149.0
gcc,19.0,1.0
clang,0.0,291.0
gcc,22.0,2.0
clang,0.0,95.0
gcc,9.0,1.0
clang,0.0,0.0
gcc,0.0,1.0
clang,0.0,9.0
gcc,2.0,2.0
clang,1.0,73.0
gcc,149.0,1.0
gcc,202.0,1.0
clang,0.0,112.0
gcc,5.0,4.0
clang,1.0,2409.0
gcc,3.0,3.0
clang,4.0,791.0
gcc,5.0,7.0
clang,0.0,130.0
gcc,0.0,1.0
clang,0.0,151.0
gcc,32.0,1.0
gcc,87.0,1.0
clang,0.0,39.0
gcc,34.0,1.0
gcc,6.0,12.0
clang,0.0,18.0
clang,1.0,32.0
clang,0.0,82.0
clang,0.0,63.0
gcc,227.0,1.0
gcc,41.0,2.0
gcc,9.0,10.0
clang,0.0,64.0
gcc,373.0,3.0
gcc,5.0,1.0
gcc,24.0,11.0
clang,0.0,81.0
clang,1.0,449.0
clang,0.0,334.0
gcc,6.0,1.0
clang,0.0,44.0
gcc,3.0,1.0
clang,0.0,236.0
clang,0.0,36.0
gcc,28.0,2.0
gcc,99.0,1.0
gcc,10.0,1.0
clang,0.0,34.0
gcc,10.0,1.0
gcc,74.0,1.0
clang,0.0,28.0
gcc,5.0,11.0
clang,0.0,1100.0
clang,0.0,80.0
gcc,50.0,0.0
gcc,39.0,2.0
clang,0.0,51.0
gcc,219.0,1.0
gcc,129.0,1.0
gcc,6.0,11.0
gcc,4.0,3.0
gcc,9.0,6.0
gcc,9.0,4.0
clang,0.0,16.0
gcc,27.0,10.0
clang,0.0,101.0
gcc,69.0,1.0
clang,0.0,24.0
clang,0.0,18.0
clang,0.0,121.0
gcc,146.0,2.0
gcc,0.0,0.0
clang,0.0,14.0
gcc,333.0,2.0
clang,0.0,22.0
clang,0.0,237.0
gcc,6.0,0.0
gcc,4.0,1.0
clang,0.0,130.0
clang,0.0,109.0
clang,0.0,62.0
clang,0.0,102.0
gcc,103.0,1.0
gcc,95.0,2.0
clang,0.0,12.0
clang,0.0,2.0
clang,0.0,21.0
gcc,18.0,9.0
gcc,18.0,10.0
clang,0.0,18.0
clang,0.0,18.0
clang,0.0,117.0
clang,0.0,117.0
clang,0.0,1.0
clang,0.0,39.0
clang,0.0,12.0
gcc,71.0,2.0
clang,0.0,334.0
clang,0.0,19.0
gcc,4.0,6.0
clang,0.0,1551.0
gcc,111.0,19.0
clang,0.0,49.0
clang,0.0,1554.0
clang,0.0,14.0
clang,0.0,3.0
gcc,28.0,11.0
clang,0.0,81.0
gcc,10.0,11.0
gcc,27.0,3.0
clang,0.0,13.0
clang,0.0,60.0
gcc,140.0,32.0
clang,0.0,181.0
gcc,4.0,10.0
gcc,6.0,1.0
clang,0.0,40.0
clang,0.0,30.0
clang,0.0,44.0
gcc,133.0,3.0
clang,0.0,4.0
gcc,5.0,9.0
clang,1.0,33.0
clang,1.0,93.0
clang,0.0,504.0
gcc,176.0,3.0
gcc,10.0,4.0
clang,0.0,89.0
